Read 1:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.043	0.041	0.043	0.039	0.039	0.035							Read 1:350
B	0.039	0.039	0.039	0.042	0.039	0.044							Read 1:350
C	0.039	0.041	0.041	0.040	0.040	0.044							Read 1:350
D	0.045	0.047	0.046	0.044	0.041	0.045							Read 1:350
E	0.044	0.041	0.043	0.042	0.046	0.058							Read 1:350
F	0.044	0.043	0.050	0.042	0.043	0.041							Read 1:350
G	0.042	0.038	0.040	0.040	0.042	0.042							Read 1:350
H	0.032	0.032	0.032	0.041	0.040	0.041							Read 1:350

Read 3:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.100	0.098	0.103	0.041	0.042	0.043							Read 3:350
B	0.089	0.088	0.089	0.100	0.093	0.100							Read 3:350
C	0.061	0.064	0.064	0.076	0.080	0.086							Read 3:350
D	0.049	0.051	0.051	0.049	0.047	0.050							Read 3:350
E	0.090	0.086	0.088	0.086	0.092	0.097							Read 3:350
F	0.051	0.056	0.052	0.078	0.075	0.076							Read 3:350
G	0.113	0.107	0.109	0.108	0.114	0.111							Read 3:350
H	0.035	0.035	0.035	0.145	0.129	0.106							Read 3:350

Read 2:350

Kinetic read	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
0:14.94	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.063	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.125	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.058	0.058	0.049	0.068	0.055	0.354	0.673	0.248	1.026	1.000	0.843
0:15.03	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.063	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.058	0.058	0.049	0.068	0.055	0.354	0.671	0.248	1.022	0.999	0.848
0:15.12	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.063	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.074	0.050	0.050	0.061	0.055	0.065	0.125	0.056	0.051	0.065	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.068	0.055	0.352	0.675	0.247	1.022	1.002	0.841
0:15.21	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.074	0.050	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.352	0.674	0.247	1.022	0.999	0.845
0:15.30	0.047	0.046	0.046	0.036	0.038	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.075	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.356	0.674	0.248	1.024	0.999	0.844
0:15.39	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.051	0.087	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.354	0.673	0.248	1.024	0.999	0.846
0:15.48	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.124	0.057	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.352	0.672	0.250	1.023	0.999	0.845
0:15.57	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.125	0.057	0.050	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.355	0.674	0.247	1.022	0.998	0.844
0:15.66	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.074	0.050	0.050	0.061	0.055	0.065	0.125	0.056	0.050	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.068	0.055	0.354	0.673	0.248	1.021	0.998	0.842
0:15.75	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.058	0.049	0.067	0.055	0.353	0.674	0.247	1.023	0.998	0.845
0:15.84	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.125	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.068	0.055	0.354	0.673	0.248	1.024	1.000	0.845
0:15.93	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.055	0.354	0.674	0.247	1.026	0.998	0.844
0:16.02	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.075	0.049	0.050	0.061	0.055	0.065	0.124	0.057	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.055	0.356	0.668	0.248	1.023	0.999	0.845
0:16.11	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.075	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.068	0.055	0.355	0.670	0.249	1.025	0.998	0.844
0:16.20	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.052	0.067	0.056	0.062	0.042	0.049	0.044	0.055	0.050	0.088	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.050	0.061	0.055	0.065	0.125	0.056	0.050	0.065	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.055	0.354	0.672	0.249	1.024	0.997	0.846
0:16.29	0.047	0.046	0.046	0.036	0.038	0.038	0.046	0.047	0.051	0.068	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.075	0.049	0.050	0.061	0.055	0.065	0.124	0.057	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.055	0.355	0.671	0.248	1.022	0.997	0.845
0:16.38	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.051	0.067	0.056	0.061	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.050	0.061	0.055	0.065	0.125	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.351	0.670	0.247	1.025	1.002	0.845
0:16.47	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.050	0.049	0.061	0.055	0.064	0.125	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.355	0.676	0.248	1.026	1.001	0.844
0:16.56	0.047	0.046	0.046	0.036	0.039	0.038	0.046	0.047	0.051	0.067	0.056	0.062	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.050	0.065	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.356	0.673	0.249	1.025	1.001	0.844
0:16.65	0.047	0.046	0.046	0.036	0.038	0.038	0.045	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.065	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.353	0.673	0.248	1.023	0.999	0.843
0:16.74	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.050	0.061	0.055	0.064	0.124	0.056	0.050	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.354	0.675	0.248	1.023	0.997	0.846
0:16.83	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.075	0.049	0.049	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.352	0.677	0.247	1.024	1.001	0.842
0:16.92	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.353	0.671	0.248	1.025	1.000	0.843
0:17.01	0.047	0.046	0.046	0.035	0.038	0.038	0.045	0.047	0.051	0.067	0.056	0.061	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.050	0.061	0.055	0.065	0.124	0.056	0.050	0.066	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.353	0.676	0.248	1.023	0.997	0.846
0:17.10	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.056	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.055	0.064	0.123	0.056	0.051	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.355	0.673	0.248	1.022	1.002	0.844
0:17.19	0.047	0.046	0.046	0.036	0.038	0.038	0.045	0.047	0.051	0.067	0.056	0.062	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.061	0.055	0.065	0.124	0.056	0.050	0.065	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.353	0.674	0.247	1.021	1.001	0.844
0:17.28	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.055	0.065	0.124	0.056	0.050	0.066	0.055	0.052	0.048	0.057	0.057	0.057	0.049	0.067	0.054	0.353	0.674	0.248	1.021	0.999	0.845
0:17.37	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.055	0.065	0.124	0.056	0.051	0.065	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.357	0.677	0.248	1.025	0.999	0.847
0:17.46	0.047	0.046	0.046	0.036	0.038	0.038	0.045	0.046	0.051	0.067	0.056	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.055	0.064	0.125	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.355	0.670	0.249	1.021	0.998	0.843
0:17.55	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.046	0.051	0.067	0.055	0.062	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.061	0.055	0.065	0.124	0.056	0.050	0.065	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.352	0.675	0.248	1.022	1.000	0.842
0:17.64	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.061	0.055	0.064	0.123	0.056	0.051	0.065	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.355	0.672	0.248	1.024	1.001	0.846
0:17.73	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.057	0.050	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.352	0.674	0.248	1.026	0.999	0.844
0:17.82	0.047	0.046	0.046	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.055	0.064	0.124	0.057	0.051	0.065	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.355	0.675	0.246	1.025	1.000	0.845
0:17.91	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.047	0.051	0.067	0.055	0.062	0.042	0.049	0.044	0.055	0.050	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.356	0.673	0.247	1.024	1.001	0.846
0:18.00	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.353	0.670	0.248	1.025	0.998	0.845
0:18.09	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.052	0.047	0.056	0.057	0.057	0.049	0.067	0.054	0.354	0.676	0.247	1.026	0.998	0.844
0:18.18	0.047	0.046	0.045	0.036	0.039	0.039	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.125	0.056	0.051	0.066	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.355	0.673	0.247	1.022	1.000	0.843
0:18.27	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.353	0.673	0.248	1.023	0.998	0.844
0:18.36	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.052	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.354	0.673	0.247	1.025	0.999	0.843
0:18.45	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.065	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.354	0.673	0.248	1.022	1.001	0.844
0:18.54	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.054	0.354	0.673	0.248	1.025	1.002	0.845
0:18.63	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.054	0.352	0.675	0.248	1.024	1.000	0.843
0:18.72	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.047	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.357	0.673	0.248	1.023	1.000	0.844
0:18.81	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.051	0.065	0.055	0.051	0.048	0.056	0.057	0.057	0.049	0.067	0.053	0.353	0.674	0.248	1.028	0.999	0.844
0:18.90	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.354	0.672	0.248	1.022	0.997	0.842
0:18.99	0.047	0.046	0.045	0.036	0.038	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.057	0.049	0.067	0.053	0.353	0.671	0.249	1.020	0.997	0.846
0:19.08	0.047	0.046	0.045	0.036	0.039	0.039	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.354	0.674	0.248	1.021	0.998	0.846
0:19.17	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.061	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.352	0.675	0.247	1.021	0.999	0.844
0:19.26	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.051	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.353	0.674	0.247	1.023	0.998	0.844
0:19.35	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.067	0.053	0.352	0.673	0.247	1.022	0.998	0.842
0:19.44	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.051	0.067	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.065	0.055	0.051	0.048	0.056	0.056	0.057	0.049	0.066	0.053	0.353	0.671	0.247	1.025	1.000	0.844
0:19.53	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.057	0.049	0.066	0.053	0.353	0.671	0.247	1.023	0.999	0.843
0:19.62	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.048	0.056	0.056	0.056	0.049	0.066	0.053	0.354	0.672	0.247	1.023	0.999	0.844
0:19.71	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.061	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.056	0.056	0.049	0.067	0.053	0.354	0.675	0.248	1.021	1.000	0.845
0:19.80	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.067	0.053	0.354	0.674	0.248	1.025	0.997	0.843
0:19.89	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.060	0.042	0.050	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.057	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.057	0.049	0.067	0.053	0.354	0.674	0.248	1.028	1.000	0.841
0:19.98	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.057	0.049	0.067	0.053	0.354	0.671	0.249	1.027	0.998	0.843
0:20.07	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.067	0.055	0.061	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.124	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.354	0.671	0.248	1.024	1.000	0.845
0:20.16	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.057	0.049	0.067	0.053	0.353	0.674	0.247	1.021	1.001	0.845
0:20.25	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.060	0.042	0.050	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.067	0.053	0.356	0.673	0.248	1.025	0.999	0.843
0:20.34	0.046	0.046	0.045	0.036	0.038	0.038	0.045	0.046	0.050	0.067	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.353	0.672	0.247	1.022	0.998	0.845
0:20.43	0.047	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.048	0.056	0.056	0.056	0.049	0.067	0.053	0.354	0.672	0.248	1.023	1.001	0.841
0:20.52	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.055	0.060	0.042	0.049	0.043	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.064	0.124	0.057	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.353	0.673	0.248	1.025	1.000	0.843
0:20.61	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.355	0.672	0.247	1.022	0.998	0.843
0:20.70	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.353	0.673	0.248	1.024	1.000	0.844
0:20.79	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.067	0.053	0.352	0.673	0.249	1.025	0.997	0.843
